,variable,value
7477,SeniorCitizen,0.0
7478,SeniorCitizen,0.0
7479,SeniorCitizen,0.0
7480,SeniorCitizen,0.0
7481,SeniorCitizen,0.0
7482,SeniorCitizen,1.0
7483,SeniorCitizen,0.0
7484,SeniorCitizen,0.0
7485,SeniorCitizen,0.0
7486,SeniorCitizen,0.0
7487,SeniorCitizen,0.0
7488,SeniorCitizen,0.0
7489,SeniorCitizen,0.0
7490,SeniorCitizen,0.0
7491,SeniorCitizen,0.0
7492,SeniorCitizen,0.0
7493,SeniorCitizen,0.0
7494,SeniorCitizen,0.0
7495,SeniorCitizen,1.0
7496,SeniorCitizen,0.0
7497,SeniorCitizen,1.0
7498,SeniorCitizen,0.0
7499,SeniorCitizen,0.0
7500,SeniorCitizen,0.0
7501,SeniorCitizen,1.0
7502,SeniorCitizen,0.0
7503,SeniorCitizen,0.0
7504,SeniorCitizen,0.0
7505,SeniorCitizen,0.0
7506,SeniorCitizen,0.0
7507,SeniorCitizen,1.0
7508,SeniorCitizen,0.0
7509,SeniorCitizen,0.0
7510,SeniorCitizen,0.0
7511,SeniorCitizen,0.0
7512,SeniorCitizen,0.0
7513,SeniorCitizen,1.0
7514,SeniorCitizen,0.0
7515,SeniorCitizen,0.0
7516,SeniorCitizen,0.0
7517,SeniorCitizen,0.0
7518,SeniorCitizen,0.0
7519,SeniorCitizen,0.0
7520,SeniorCitizen,0.0
7521,SeniorCitizen,0.0
7522,SeniorCitizen,0.0
7523,SeniorCitizen,1.0
7524,SeniorCitizen,0.0
7525,SeniorCitizen,0.0
7526,SeniorCitizen,0.0
7527,SeniorCitizen,0.0
7528,SeniorCitizen,1.0
7529,SeniorCitizen,0.0
7530,SeniorCitizen,0.0
7531,SeniorCitizen,1.0
7532,SeniorCitizen,0.0
7533,SeniorCitizen,0.0
7534,SeniorCitizen,0.0
7535,SeniorCitizen,1.0
7536,SeniorCitizen,0.0
7537,SeniorCitizen,0.0
7538,SeniorCitizen,0.0
7539,SeniorCitizen,0.0
7540,SeniorCitizen,1.0
7541,SeniorCitizen,0.0
7542,SeniorCitizen,1.0
7543,SeniorCitizen,0.0
7544,SeniorCitizen,0.0
7545,SeniorCitizen,0.0
7546,SeniorCitizen,0.0
7547,SeniorCitizen,1.0
7548,SeniorCitizen,1.0
7549,SeniorCitizen,0.0
7550,SeniorCitizen,0.0
7551,SeniorCitizen,1.0
7552,SeniorCitizen,0.0
7553,SeniorCitizen,0.0
7554,SeniorCitizen,0.0
7555,SeniorCitizen,0.0
7556,SeniorCitizen,1.0
7557,SeniorCitizen,0.0
7558,SeniorCitizen,0.0
7559,SeniorCitizen,1.0
7560,SeniorCitizen,0.0
7561,SeniorCitizen,0.0
7562,SeniorCitizen,0.0
7563,SeniorCitizen,1.0
7564,SeniorCitizen,0.0
7565,SeniorCitizen,0.0
7566,SeniorCitizen,0.0
7567,SeniorCitizen,0.0
7568,SeniorCitizen,0.0
7569,SeniorCitizen,0.0
7570,SeniorCitizen,0.0
7571,SeniorCitizen,0.0
7572,SeniorCitizen,0.0
7573,SeniorCitizen,0.0
7574,SeniorCitizen,0.0
7575,SeniorCitizen,0.0
7576,SeniorCitizen,0.0
7577,SeniorCitizen,0.0
7578,SeniorCitizen,1.0
7579,SeniorCitizen,0.0
7580,SeniorCitizen,0.0
7581,SeniorCitizen,0.0
7582,SeniorCitizen,0.0
7583,SeniorCitizen,0.0
7584,SeniorCitizen,0.0
7585,SeniorCitizen,0.0
7586,SeniorCitizen,0.0
7587,SeniorCitizen,0.0
7588,SeniorCitizen,0.0
7589,SeniorCitizen,0.0
7590,SeniorCitizen,0.0
7591,SeniorCitizen,0.0
7592,SeniorCitizen,0.0
7593,SeniorCitizen,0.0
7594,SeniorCitizen,0.0
7595,SeniorCitizen,0.0
7596,SeniorCitizen,0.0
7597,SeniorCitizen,0.0
7598,SeniorCitizen,0.0
7599,SeniorCitizen,0.0
7600,SeniorCitizen,0.0
7601,SeniorCitizen,1.0
7602,SeniorCitizen,0.0
7603,SeniorCitizen,0.0
7604,SeniorCitizen,1.0
7605,SeniorCitizen,0.0
7606,SeniorCitizen,0.0
7607,SeniorCitizen,0.0
7608,SeniorCitizen,1.0
7609,SeniorCitizen,0.0
7610,SeniorCitizen,0.0
7611,SeniorCitizen,0.0
7612,SeniorCitizen,1.0
7613,SeniorCitizen,0.0
7614,SeniorCitizen,0.0
7615,SeniorCitizen,1.0
7616,SeniorCitizen,0.0
7617,SeniorCitizen,0.0
7618,SeniorCitizen,0.0
7619,SeniorCitizen,0.0
7620,SeniorCitizen,0.0
7621,SeniorCitizen,0.0
7622,SeniorCitizen,0.0
7623,SeniorCitizen,0.0
7624,SeniorCitizen,0.0
7625,SeniorCitizen,0.0
7626,SeniorCitizen,0.0
7627,SeniorCitizen,0.0
7628,SeniorCitizen,0.0
7629,SeniorCitizen,0.0
7630,SeniorCitizen,0.0
7631,SeniorCitizen,0.0
7632,SeniorCitizen,0.0
7633,SeniorCitizen,0.0
7634,SeniorCitizen,0.0
7635,SeniorCitizen,0.0
7636,SeniorCitizen,0.0
7637,SeniorCitizen,0.0
7638,SeniorCitizen,0.0
7639,SeniorCitizen,1.0
7640,SeniorCitizen,0.0
7641,SeniorCitizen,0.0
7642,SeniorCitizen,0.0
7643,SeniorCitizen,1.0
7644,SeniorCitizen,0.0
7645,SeniorCitizen,0.0
7646,SeniorCitizen,0.0
7647,SeniorCitizen,1.0
7648,SeniorCitizen,0.0
7649,SeniorCitizen,0.0
7650,SeniorCitizen,1.0
7651,SeniorCitizen,0.0
7652,SeniorCitizen,0.0
7653,SeniorCitizen,0.0
7654,SeniorCitizen,0.0
7655,SeniorCitizen,0.0
7656,SeniorCitizen,0.0
7657,SeniorCitizen,1.0
7658,SeniorCitizen,1.0
7659,SeniorCitizen,1.0
7660,SeniorCitizen,1.0
7661,SeniorCitizen,0.0
7662,SeniorCitizen,0.0
7663,SeniorCitizen,0.0
7664,SeniorCitizen,0.0
7665,SeniorCitizen,0.0
7666,SeniorCitizen,0.0
7667,SeniorCitizen,0.0
7668,SeniorCitizen,1.0
7669,SeniorCitizen,0.0
7670,SeniorCitizen,0.0
7671,SeniorCitizen,0.0
7672,SeniorCitizen,0.0
7673,SeniorCitizen,1.0
7674,SeniorCitizen,0.0
7675,SeniorCitizen,1.0
7676,SeniorCitizen,0.0
7677,SeniorCitizen,0.0
7678,SeniorCitizen,1.0
7679,SeniorCitizen,1.0
7680,SeniorCitizen,0.0
7681,SeniorCitizen,0.0
7682,SeniorCitizen,0.0
7683,SeniorCitizen,0.0
7684,SeniorCitizen,1.0
7685,SeniorCitizen,0.0
7686,SeniorCitizen,0.0
7687,SeniorCitizen,0.0
7688,SeniorCitizen,0.0
7689,SeniorCitizen,0.0
7690,SeniorCitizen,0.0
7691,SeniorCitizen,0.0
7692,SeniorCitizen,0.0
7693,SeniorCitizen,0.0
7694,SeniorCitizen,0.0
7695,SeniorCitizen,0.0
7696,SeniorCitizen,0.0
7697,SeniorCitizen,0.0
7698,SeniorCitizen,0.0
7699,SeniorCitizen,0.0
7700,SeniorCitizen,0.0
7701,SeniorCitizen,0.0
7702,SeniorCitizen,0.0
7703,SeniorCitizen,0.0
7704,SeniorCitizen,1.0
7705,SeniorCitizen,1.0
7706,SeniorCitizen,0.0
7707,SeniorCitizen,0.0
7708,SeniorCitizen,0.0
7709,SeniorCitizen,0.0
7710,SeniorCitizen,0.0
7711,SeniorCitizen,0.0
7712,SeniorCitizen,0.0
7713,SeniorCitizen,1.0
7714,SeniorCitizen,0.0
7715,SeniorCitizen,0.0
7716,SeniorCitizen,0.0
7717,SeniorCitizen,1.0
7718,SeniorCitizen,0.0
7719,SeniorCitizen,0.0
7720,SeniorCitizen,0.0
7721,SeniorCitizen,0.0
7722,SeniorCitizen,0.0
7723,SeniorCitizen,0.0
7724,SeniorCitizen,1.0
7725,SeniorCitizen,0.0
7726,SeniorCitizen,0.0
7727,SeniorCitizen,0.0
7728,SeniorCitizen,1.0
7729,SeniorCitizen,0.0
7730,SeniorCitizen,0.0
7731,SeniorCitizen,0.0
7732,SeniorCitizen,0.0
7733,SeniorCitizen,0.0
7734,SeniorCitizen,0.0
7735,SeniorCitizen,0.0
7736,SeniorCitizen,0.0
7737,SeniorCitizen,1.0
7738,SeniorCitizen,0.0
7739,SeniorCitizen,0.0
7740,SeniorCitizen,0.0
7741,SeniorCitizen,0.0
7742,SeniorCitizen,0.0
7743,SeniorCitizen,0.0
7744,SeniorCitizen,0.0
7745,SeniorCitizen,0.0
7746,SeniorCitizen,0.0
7747,SeniorCitizen,0.0
7748,SeniorCitizen,0.0
7749,SeniorCitizen,1.0
7750,SeniorCitizen,0.0
7751,SeniorCitizen,0.0
7752,SeniorCitizen,0.0
7753,SeniorCitizen,0.0
7754,SeniorCitizen,1.0
7755,SeniorCitizen,1.0
7756,SeniorCitizen,0.0
7757,SeniorCitizen,0.0
7758,SeniorCitizen,1.0
7759,SeniorCitizen,0.0
7760,SeniorCitizen,0.0
7761,SeniorCitizen,0.0
7762,SeniorCitizen,0.0
7763,SeniorCitizen,0.0
7764,SeniorCitizen,0.0
7765,SeniorCitizen,0.0
7766,SeniorCitizen,0.0
7767,SeniorCitizen,0.0
7768,SeniorCitizen,1.0
7769,SeniorCitizen,1.0
7770,SeniorCitizen,0.0
7771,SeniorCitizen,0.0
7772,SeniorCitizen,0.0
7773,SeniorCitizen,0.0
7774,SeniorCitizen,0.0
7775,SeniorCitizen,1.0
7776,SeniorCitizen,1.0
7777,SeniorCitizen,1.0
7778,SeniorCitizen,0.0
7779,SeniorCitizen,0.0
7780,SeniorCitizen,0.0
7781,SeniorCitizen,0.0
7782,SeniorCitizen,0.0
7783,SeniorCitizen,0.0
7784,SeniorCitizen,1.0
7785,SeniorCitizen,0.0
7786,SeniorCitizen,0.0
7787,SeniorCitizen,0.0
7788,SeniorCitizen,0.0
7789,SeniorCitizen,0.0
7790,SeniorCitizen,0.0
7791,SeniorCitizen,0.0
7792,SeniorCitizen,0.0
7793,SeniorCitizen,0.0
7794,SeniorCitizen,0.0
7795,SeniorCitizen,0.0
7796,SeniorCitizen,0.0
7797,SeniorCitizen,0.0
7798,SeniorCitizen,0.0
7799,SeniorCitizen,0.0
7800,SeniorCitizen,0.0
7801,SeniorCitizen,0.0
7802,SeniorCitizen,0.0
7803,SeniorCitizen,0.0
7804,SeniorCitizen,0.0
7805,SeniorCitizen,0.0
7806,SeniorCitizen,0.0
7807,SeniorCitizen,0.0
7808,SeniorCitizen,0.0
7809,SeniorCitizen,0.0
7810,SeniorCitizen,0.0
7811,SeniorCitizen,0.0
7812,SeniorCitizen,0.0
7813,SeniorCitizen,0.0
7814,SeniorCitizen,1.0
7815,SeniorCitizen,0.0
7816,SeniorCitizen,0.0
7817,SeniorCitizen,0.0
7818,SeniorCitizen,0.0
7819,SeniorCitizen,0.0
7820,SeniorCitizen,0.0
7821,SeniorCitizen,0.0
7822,SeniorCitizen,0.0
7823,SeniorCitizen,0.0
7824,SeniorCitizen,0.0
7825,SeniorCitizen,0.0
7826,SeniorCitizen,0.0
7827,SeniorCitizen,0.0
7828,SeniorCitizen,0.0
7829,SeniorCitizen,1.0
7830,SeniorCitizen,0.0
7831,SeniorCitizen,0.0
7832,SeniorCitizen,0.0
7833,SeniorCitizen,0.0
7834,SeniorCitizen,0.0
7835,SeniorCitizen,0.0
7836,SeniorCitizen,0.0
7837,SeniorCitizen,0.0
7838,SeniorCitizen,0.0
7839,SeniorCitizen,0.0
7840,SeniorCitizen,0.0
7841,SeniorCitizen,0.0
7842,SeniorCitizen,0.0
7843,SeniorCitizen,1.0
7844,SeniorCitizen,0.0
7845,SeniorCitizen,0.0
7846,SeniorCitizen,0.0
7847,SeniorCitizen,0.0
7848,SeniorCitizen,0.0
7849,SeniorCitizen,0.0
7850,SeniorCitizen,0.0
7851,SeniorCitizen,0.0
7852,SeniorCitizen,0.0
7853,SeniorCitizen,0.0
7854,SeniorCitizen,0.0
7855,SeniorCitizen,1.0
7856,SeniorCitizen,0.0
7857,SeniorCitizen,0.0
7858,SeniorCitizen,0.0
7859,SeniorCitizen,0.0
7860,SeniorCitizen,0.0
7861,SeniorCitizen,0.0
7862,SeniorCitizen,0.0
7863,SeniorCitizen,1.0
7864,SeniorCitizen,1.0
7865,SeniorCitizen,0.0
7866,SeniorCitizen,0.0
7867,SeniorCitizen,0.0
7868,SeniorCitizen,0.0
7869,SeniorCitizen,1.0
7870,SeniorCitizen,0.0
7871,SeniorCitizen,0.0
7872,SeniorCitizen,0.0
7873,SeniorCitizen,0.0
7874,SeniorCitizen,0.0
7875,SeniorCitizen,0.0
7876,SeniorCitizen,0.0
7877,SeniorCitizen,0.0
7878,SeniorCitizen,0.0
7879,SeniorCitizen,0.0
7880,SeniorCitizen,0.0
7881,SeniorCitizen,0.0
7882,SeniorCitizen,0.0
7883,SeniorCitizen,0.0
7884,SeniorCitizen,0.0
7885,SeniorCitizen,0.0
7886,SeniorCitizen,0.0
7887,SeniorCitizen,0.0
7888,SeniorCitizen,0.0
7889,SeniorCitizen,0.0
7890,SeniorCitizen,0.0
7891,SeniorCitizen,1.0
7892,SeniorCitizen,0.0
7893,SeniorCitizen,0.0
7894,SeniorCitizen,0.0
7895,SeniorCitizen,0.0
7896,SeniorCitizen,0.0
7897,SeniorCitizen,0.0
7898,SeniorCitizen,0.0
7899,SeniorCitizen,0.0
7900,SeniorCitizen,0.0
7901,SeniorCitizen,0.0
7902,SeniorCitizen,0.0
7903,SeniorCitizen,0.0
7904,SeniorCitizen,0.0
7905,SeniorCitizen,0.0
7906,SeniorCitizen,0.0
7907,SeniorCitizen,0.0
7908,SeniorCitizen,0.0
7909,SeniorCitizen,0.0
7910,SeniorCitizen,1.0
7911,SeniorCitizen,0.0
7912,SeniorCitizen,0.0
7913,SeniorCitizen,0.0
7914,SeniorCitizen,0.0
7915,SeniorCitizen,1.0
7916,SeniorCitizen,1.0
7917,SeniorCitizen,0.0
7918,SeniorCitizen,0.0
7919,SeniorCitizen,0.0
7920,SeniorCitizen,0.0
7921,SeniorCitizen,1.0
7922,SeniorCitizen,0.0
7923,SeniorCitizen,0.0
7924,SeniorCitizen,0.0
7925,SeniorCitizen,0.0
7926,SeniorCitizen,0.0
7927,SeniorCitizen,0.0
7928,SeniorCitizen,0.0
7929,SeniorCitizen,0.0
7930,SeniorCitizen,0.0
7931,SeniorCitizen,0.0
7932,SeniorCitizen,0.0
7933,SeniorCitizen,0.0
7934,SeniorCitizen,1.0
7935,SeniorCitizen,0.0
7936,SeniorCitizen,0.0
7937,SeniorCitizen,0.0
7938,SeniorCitizen,0.0
7939,SeniorCitizen,1.0
7940,SeniorCitizen,1.0
7941,SeniorCitizen,0.0
7942,SeniorCitizen,0.0
7943,SeniorCitizen,0.0
7944,SeniorCitizen,1.0
7945,SeniorCitizen,1.0
7946,SeniorCitizen,0.0
7947,SeniorCitizen,0.0
7948,SeniorCitizen,0.0
7949,SeniorCitizen,0.0
7950,SeniorCitizen,0.0
7951,SeniorCitizen,0.0
7952,SeniorCitizen,0.0
7953,SeniorCitizen,1.0
7954,SeniorCitizen,0.0
7955,SeniorCitizen,1.0
7956,SeniorCitizen,0.0
7957,SeniorCitizen,0.0
7958,SeniorCitizen,0.0
7959,SeniorCitizen,0.0
7960,SeniorCitizen,0.0
7961,SeniorCitizen,0.0
7962,SeniorCitizen,1.0
7963,SeniorCitizen,0.0
7964,SeniorCitizen,1.0
7965,SeniorCitizen,0.0
7966,SeniorCitizen,0.0
7967,SeniorCitizen,0.0
7968,SeniorCitizen,0.0
7969,SeniorCitizen,0.0
7970,SeniorCitizen,0.0
7971,SeniorCitizen,0.0
7972,SeniorCitizen,0.0
7973,SeniorCitizen,0.0
7974,SeniorCitizen,0.0
7975,SeniorCitizen,1.0
7976,SeniorCitizen,1.0
7977,SeniorCitizen,0.0
7978,SeniorCitizen,1.0
7979,SeniorCitizen,0.0
7980,SeniorCitizen,0.0
7981,SeniorCitizen,0.0
7982,SeniorCitizen,0.0
7983,SeniorCitizen,0.0
7984,SeniorCitizen,0.0
7985,SeniorCitizen,0.0
7986,SeniorCitizen,0.0
7987,SeniorCitizen,0.0
7988,SeniorCitizen,1.0
7989,SeniorCitizen,0.0
7990,SeniorCitizen,1.0
7991,SeniorCitizen,1.0
7992,SeniorCitizen,0.0
7993,SeniorCitizen,1.0
7994,SeniorCitizen,0.0
7995,SeniorCitizen,0.0
7996,SeniorCitizen,0.0
7997,SeniorCitizen,0.0
7998,SeniorCitizen,0.0
7999,SeniorCitizen,0.0
8000,SeniorCitizen,0.0
8001,SeniorCitizen,1.0
8002,SeniorCitizen,0.0
8003,SeniorCitizen,0.0
8004,SeniorCitizen,0.0
8005,SeniorCitizen,0.0
8006,SeniorCitizen,1.0
8007,SeniorCitizen,0.0
8008,SeniorCitizen,0.0
8009,SeniorCitizen,0.0
8010,SeniorCitizen,0.0
8011,SeniorCitizen,0.0
8012,SeniorCitizen,0.0
8013,SeniorCitizen,1.0
8014,SeniorCitizen,0.0
8015,SeniorCitizen,0.0
8016,SeniorCitizen,0.0
8017,SeniorCitizen,0.0
8018,SeniorCitizen,0.0
8019,SeniorCitizen,0.0
8020,SeniorCitizen,0.0
8021,SeniorCitizen,0.0
8022,SeniorCitizen,0.0
8023,SeniorCitizen,0.0
8024,SeniorCitizen,0.0
8025,SeniorCitizen,1.0
8026,SeniorCitizen,0.0
8027,SeniorCitizen,0.0
8028,SeniorCitizen,0.0
8029,SeniorCitizen,1.0
8030,SeniorCitizen,0.0
8031,SeniorCitizen,0.0
8032,SeniorCitizen,0.0
8033,SeniorCitizen,1.0
8034,SeniorCitizen,0.0
8035,SeniorCitizen,0.0
8036,SeniorCitizen,0.0
8037,SeniorCitizen,1.0
8038,SeniorCitizen,0.0
8039,SeniorCitizen,0.0
8040,SeniorCitizen,0.0
8041,SeniorCitizen,0.0
8042,SeniorCitizen,0.0
8043,SeniorCitizen,0.0
8044,SeniorCitizen,0.0
8045,SeniorCitizen,0.0
8046,SeniorCitizen,0.0
8047,SeniorCitizen,0.0
8048,SeniorCitizen,0.0
8049,SeniorCitizen,0.0
8050,SeniorCitizen,1.0
8051,SeniorCitizen,1.0
8052,SeniorCitizen,0.0
8053,SeniorCitizen,1.0
8054,SeniorCitizen,1.0
8055,SeniorCitizen,0.0
8056,SeniorCitizen,0.0
8057,SeniorCitizen,1.0
8058,SeniorCitizen,0.0
8059,SeniorCitizen,0.0
8060,SeniorCitizen,1.0
8061,SeniorCitizen,0.0
8062,SeniorCitizen,0.0
8063,SeniorCitizen,0.0
8064,SeniorCitizen,0.0
8065,SeniorCitizen,0.0
8066,SeniorCitizen,0.0
8067,SeniorCitizen,0.0
8068,SeniorCitizen,1.0
8069,SeniorCitizen,0.0
8070,SeniorCitizen,0.0
8071,SeniorCitizen,0.0
8072,SeniorCitizen,0.0
8073,SeniorCitizen,0.0
8074,SeniorCitizen,0.0
8075,SeniorCitizen,0.0
8076,SeniorCitizen,0.0
8077,SeniorCitizen,0.0
8078,SeniorCitizen,1.0
8079,SeniorCitizen,0.0
8080,SeniorCitizen,0.0
8081,SeniorCitizen,0.0
8082,SeniorCitizen,0.0
8083,SeniorCitizen,0.0
8084,SeniorCitizen,0.0
8085,SeniorCitizen,0.0
8086,SeniorCitizen,0.0
8087,SeniorCitizen,0.0
8088,SeniorCitizen,0.0
8089,SeniorCitizen,1.0
8090,SeniorCitizen,0.0
8091,SeniorCitizen,0.0
8092,SeniorCitizen,0.0
8093,SeniorCitizen,0.0
8094,SeniorCitizen,0.0
8095,SeniorCitizen,0.0
8096,SeniorCitizen,0.0
8097,SeniorCitizen,1.0
8098,SeniorCitizen,0.0
8099,SeniorCitizen,0.0
8100,SeniorCitizen,0.0
8101,SeniorCitizen,0.0
8102,SeniorCitizen,0.0
8103,SeniorCitizen,0.0
8104,SeniorCitizen,0.0
8105,SeniorCitizen,0.0
8106,SeniorCitizen,1.0
8107,SeniorCitizen,0.0
8108,SeniorCitizen,0.0
8109,SeniorCitizen,1.0
8110,SeniorCitizen,0.0
8111,SeniorCitizen,0.0
8112,SeniorCitizen,1.0
8113,SeniorCitizen,1.0
8114,SeniorCitizen,0.0
8115,SeniorCitizen,1.0
8116,SeniorCitizen,0.0
8117,SeniorCitizen,0.0
8118,SeniorCitizen,0.0
8119,SeniorCitizen,0.0
8120,SeniorCitizen,0.0
8121,SeniorCitizen,0.0
8122,SeniorCitizen,0.0
8123,SeniorCitizen,0.0
8124,SeniorCitizen,0.0
8125,SeniorCitizen,0.0
8126,SeniorCitizen,0.0
8127,SeniorCitizen,0.0
8128,SeniorCitizen,0.0
8129,SeniorCitizen,0.0
8130,SeniorCitizen,0.0
8131,SeniorCitizen,0.0
8132,SeniorCitizen,0.0
8133,SeniorCitizen,0.0
8134,SeniorCitizen,0.0
8135,SeniorCitizen,0.0
8136,SeniorCitizen,0.0
8137,SeniorCitizen,0.0
8138,SeniorCitizen,0.0
8139,SeniorCitizen,1.0
8140,SeniorCitizen,0.0
8141,SeniorCitizen,0.0
8142,SeniorCitizen,0.0
8143,SeniorCitizen,0.0
8144,SeniorCitizen,0.0
8145,SeniorCitizen,0.0
8146,SeniorCitizen,0.0
8147,SeniorCitizen,0.0
8148,SeniorCitizen,0.0
8149,SeniorCitizen,0.0
8150,SeniorCitizen,0.0
8151,SeniorCitizen,0.0
8152,SeniorCitizen,1.0
8153,SeniorCitizen,0.0
8154,SeniorCitizen,0.0
8155,SeniorCitizen,0.0
8156,SeniorCitizen,1.0
8157,SeniorCitizen,0.0
8158,SeniorCitizen,0.0
8159,SeniorCitizen,1.0
8160,SeniorCitizen,0.0
8161,SeniorCitizen,0.0
8162,SeniorCitizen,1.0
8163,SeniorCitizen,0.0
8164,SeniorCitizen,0.0
8165,SeniorCitizen,0.0
8166,SeniorCitizen,1.0
8167,SeniorCitizen,0.0
8168,SeniorCitizen,0.0
8169,SeniorCitizen,1.0
8170,SeniorCitizen,0.0
8171,SeniorCitizen,0.0
8172,SeniorCitizen,0.0
8173,SeniorCitizen,0.0
8174,SeniorCitizen,0.0
8175,SeniorCitizen,0.0
8176,SeniorCitizen,0.0
8177,SeniorCitizen,0.0
8178,SeniorCitizen,0.0
8179,SeniorCitizen,0.0
8180,SeniorCitizen,0.0
8181,SeniorCitizen,0.0
8182,SeniorCitizen,0.0
8183,SeniorCitizen,0.0
8184,SeniorCitizen,1.0
8185,SeniorCitizen,0.0
8186,SeniorCitizen,1.0
8187,SeniorCitizen,1.0
8188,SeniorCitizen,0.0
8189,SeniorCitizen,0.0
8190,SeniorCitizen,0.0
8191,SeniorCitizen,1.0
8192,SeniorCitizen,0.0
8193,SeniorCitizen,0.0
8194,SeniorCitizen,0.0
8195,SeniorCitizen,0.0
8196,SeniorCitizen,1.0
8197,SeniorCitizen,0.0
8198,SeniorCitizen,0.0
8199,SeniorCitizen,1.0
8200,SeniorCitizen,0.0
8201,SeniorCitizen,0.0
8202,SeniorCitizen,0.0
8203,SeniorCitizen,0.0
8204,SeniorCitizen,0.0
8205,SeniorCitizen,0.0
8206,SeniorCitizen,1.0
8207,SeniorCitizen,0.0
8208,SeniorCitizen,1.0
8209,SeniorCitizen,0.0
8210,SeniorCitizen,0.0
8211,SeniorCitizen,0.0
8212,SeniorCitizen,0.0
8213,SeniorCitizen,0.0
8214,SeniorCitizen,1.0
8215,SeniorCitizen,0.0
8216,SeniorCitizen,0.0
8217,SeniorCitizen,0.0
8218,SeniorCitizen,0.0
8219,SeniorCitizen,0.0
8220,SeniorCitizen,0.0
8221,SeniorCitizen,0.0
8222,SeniorCitizen,1.0
8223,SeniorCitizen,0.0
8224,SeniorCitizen,0.0
8225,SeniorCitizen,0.0
8226,SeniorCitizen,0.0
8227,SeniorCitizen,0.0
8228,SeniorCitizen,0.0
8229,SeniorCitizen,0.0
8230,SeniorCitizen,0.0
8231,SeniorCitizen,0.0
8232,SeniorCitizen,0.0
8233,SeniorCitizen,0.0
8234,SeniorCitizen,0.0
8235,SeniorCitizen,0.0
8236,SeniorCitizen,0.0
8237,SeniorCitizen,0.0
8238,SeniorCitizen,0.0
8239,SeniorCitizen,0.0
8240,SeniorCitizen,0.0
8241,SeniorCitizen,0.0
8242,SeniorCitizen,0.0
8243,SeniorCitizen,0.0
8244,SeniorCitizen,0.0
8245,SeniorCitizen,0.0
8246,SeniorCitizen,0.0
8247,SeniorCitizen,0.0
8248,SeniorCitizen,0.0
8249,SeniorCitizen,0.0
8250,SeniorCitizen,0.0
8251,SeniorCitizen,0.0
8252,SeniorCitizen,0.0
8253,SeniorCitizen,0.0
8254,SeniorCitizen,0.0
8255,SeniorCitizen,0.0
8256,SeniorCitizen,0.0
8257,SeniorCitizen,0.0
8258,SeniorCitizen,0.0
8259,SeniorCitizen,0.0
8260,SeniorCitizen,0.0
8261,SeniorCitizen,0.0
8262,SeniorCitizen,1.0
8263,SeniorCitizen,0.0
8264,SeniorCitizen,0.0
8265,SeniorCitizen,1.0
8266,SeniorCitizen,0.0
8267,SeniorCitizen,0.0
8268,SeniorCitizen,0.0
8269,SeniorCitizen,0.0
8270,SeniorCitizen,0.0
8271,SeniorCitizen,0.0
8272,SeniorCitizen,1.0
8273,SeniorCitizen,0.0
8274,SeniorCitizen,0.0
8275,SeniorCitizen,0.0
8276,SeniorCitizen,0.0
8277,SeniorCitizen,0.0
8278,SeniorCitizen,0.0
8279,SeniorCitizen,0.0
8280,SeniorCitizen,0.0
8281,SeniorCitizen,1.0
8282,SeniorCitizen,0.0
8283,SeniorCitizen,0.0
8284,SeniorCitizen,1.0
8285,SeniorCitizen,0.0
8286,SeniorCitizen,1.0
8287,SeniorCitizen,0.0
8288,SeniorCitizen,0.0
8289,SeniorCitizen,0.0
8290,SeniorCitizen,1.0
8291,SeniorCitizen,0.0
8292,SeniorCitizen,1.0
8293,SeniorCitizen,1.0
8294,SeniorCitizen,0.0
8295,SeniorCitizen,0.0
8296,SeniorCitizen,0.0
8297,SeniorCitizen,0.0
8298,SeniorCitizen,0.0
8299,SeniorCitizen,0.0
8300,SeniorCitizen,1.0
8301,SeniorCitizen,0.0
8302,SeniorCitizen,0.0
8303,SeniorCitizen,1.0
8304,SeniorCitizen,0.0
8305,SeniorCitizen,0.0
8306,SeniorCitizen,0.0
8307,SeniorCitizen,1.0
8308,SeniorCitizen,0.0
8309,SeniorCitizen,0.0
8310,SeniorCitizen,0.0
8311,SeniorCitizen,0.0
8312,SeniorCitizen,1.0
8313,SeniorCitizen,0.0
8314,SeniorCitizen,0.0
8315,SeniorCitizen,0.0
8316,SeniorCitizen,0.0
8317,SeniorCitizen,1.0
8318,SeniorCitizen,0.0
8319,SeniorCitizen,0.0
8320,SeniorCitizen,0.0
8321,SeniorCitizen,0.0
8322,SeniorCitizen,0.0
8323,SeniorCitizen,1.0
8324,SeniorCitizen,0.0
8325,SeniorCitizen,0.0
8326,SeniorCitizen,0.0
8327,SeniorCitizen,0.0
8328,SeniorCitizen,0.0
8329,SeniorCitizen,0.0
8330,SeniorCitizen,0.0
8331,SeniorCitizen,1.0
8332,SeniorCitizen,0.0
8333,SeniorCitizen,0.0
8334,SeniorCitizen,0.0
8335,SeniorCitizen,1.0
8336,SeniorCitizen,0.0
8337,SeniorCitizen,0.0
8338,SeniorCitizen,0.0
8339,SeniorCitizen,0.0
8340,SeniorCitizen,0.0
8341,SeniorCitizen,0.0
8342,SeniorCitizen,0.0
8343,SeniorCitizen,0.0
8344,SeniorCitizen,0.0
8345,SeniorCitizen,0.0
8346,SeniorCitizen,0.0
8347,SeniorCitizen,0.0
8348,SeniorCitizen,0.0
8349,SeniorCitizen,0.0
8350,SeniorCitizen,0.0
